Character,Sentence,movie_number,identified_spells
HAGRID,"Well done, Harry. Well done.",film 3,
HAGRID,"Here, you big brute, you.",film 3,
HAGRID,Right. I think you can go and pat him now.,film 3,
HAGRID,Go on. Don't be shy.,film 3,
HAGRID,"Nice and slow, now.",film 3,
HAGRID,Nice and slow. Slow.,film 3,
HAGRID,"Not so fast, Harry.",film 3,
HAGRID,"Slow down, Harry. That's it...",film 3,
HAGRID,Nice and slow.,film 3,
HAGRID,Now let him come to you.,film 3,
HAGRID,"Slowly, now, slowly, slowly...",film 3,
HAGRID,That's it…Yes!,film 3,
HAGRID,"Well done! Well done, Harry,",film 3,
HAGRID,well done!,film 3,
BEM,Does he get to fly?,film 3,
HAGRID,I think he may let you ride him now.,film 3,
HARRY,What?,film 3,
HAGRID,Come on.,film 3,
HARRY,"Hey, hey, hey!",film 3,
HAGRID,"Put you over here, just behind the wing joint. ",film 3,
HAGRID,"Don't pull out any of his feathers, because he won't thank you for that.",film 3,
HAGRID,"Well done, Harry, and well done, Buckbeak.",film 3,
HERMIONE,"That was wicked, Harry!",film 3,
DRACO,"Oh, please.",film 3,
HAGRID,"Well done, well done.",film 3,
HAGRID,How am I doing me first day?,film 3,
HARRY,"Brilliant, professor.",film 3,
DRACO,"You're not dangerous at all, are you, you great ugly brute!",film 3,
HAGRID,"Malfoy, no...",film 3,
HAGRID,No!,film 3,
HAGRID,Buckbeak!,film 3,
HAGRID,"Whoa, whoa, whoa...",film 3,
HAGRID,Whoa! Buckbeak!,film 3,
HAGRID,"Away, you silly creature...",film 3,
DRACO,It's killed me!,film 3,
HAGRID,Calm down. It's just a scratch!,film 3,
HERMIONE,Hagrid! He has to be taken to the hospital.,film 3,
HAGRID,I'm the teacher. I'll do it.,film 3,
DRACO,You're gonna regret this.,film 3,
HAGRID,Class dismissed!,film 3,
DRACO,You and your bloody chicken!,film 3,
PANSY PARKINSON,"Does it hurt terribly, Draco?",film 3,
DRACO,It comes and it goes.,film 3,
DRACO,"Still, I consider myself lucky.",film 3,
DRACO,Madam Pomfrey said another minute and I could've lost my arm.,film 3,
DRACO,I can't do homework for weeks.,film 3,
RON,Listen to the idiot.,film 3,
RON,"He's really laying it on thick, isn't he?",film 3,
HARRY,At least Hagrid didn't get fired.,film 3,
HERMIONE,I hear Draco's father's furious.,film 3,
HERMIONE,We haven't heard the end of this.,film 3,
SEAMUS,He's been sighted!,film 3,
RON,Who?,film 3,
SEAMUS,Sirius Black!,film 3,
HERMIONE,Dufftown? That's not far from here.,film 3,
NEVILLE,"You don't think he'd come to Hogwarts, do you?",film 3,
BOY,With dementors at every entrance?,film 3,
SEAMUS,Dementors?,film 3,
SEAMUS,He slipped past them once.,film 3,
SEAMUS,Who's to say he won't do it again?,film 3,
BEM,That's right. Black could be anywhere.,film 3,
BEM,It's like trying to catch smoke.,film 3,
BEM,Like trying to catch smoke with your bare hands.,film 3,
LUPIN,"Intriguing, isn't it?",film 3,
LUPIN,Would anyone like to venture a guess as to what is inside?,film 3,
DEAN,"That's a boggart, that is.",film 3,
LUPIN,"Very good, Mr. Thomas.",film 3,
LUPIN,"Now, can anybody tell me what a boggart looks like?",film 3,
HERMIONE,No one knows.,film 3,
RON,When did she get here?,film 3,
HERMIONE,Boggarts are shape-shifters.,film 3,
HERMIONE,They take the shape of whatever a person fears the most.,film 3,
HERMIONE,That's what makes them so...,film 3,
LUPIN,"So terrifying, yes, yes, yes...",film 3,
LUPIN,"Luckily, a very simple charm exists to repel a boggart.",film 3,
LUPIN,Let's practice it now.,film 3,
LUPIN,"Without wands, please.",film 3,
LUPIN,After me. Riddikulus!,film 3,Riddikulus
CLASS,Riddikulus!,film 3,Riddikulus
LUPIN,Very good.,film 3,
LUPIN,A little louder and very clear.,film 3,
LUPIN,Listen: Riddikulus!,film 3,Riddikulus
CLASS,Riddikulus!,film 3,Riddikulus
DRACO,This class is ridiculous.,film 3,
LUPIN,Very good.,film 3,
LUPIN,So much for the easy part. ,film 3,
LUPIN,"You see, the incantation alone is not enough.",film 3,
LUPIN,What really finishes a boggart is laughter.,film 3,
LUPIN,You need to force it to assume a shape you find truly amusing. ,film 3,
LUPIN,"Let me explain. Neville, would you join me, please?",film 3,
LUPIN,"Come on, don't be shy. Come on.",film 3,
LUPIN,Come on.,film 3,
LUPIN,"Hello. Neville, what frightens you most of all?",film 3,
NEVILLE,Professor Snape.,film 3,
LUPIN,Sorry?,film 3,
NEVILLE,Professor Snape.,film 3,
LUPIN,"Professor Snape. Yes, frightens all.",film 3,
LUPIN,You live with your grandmother.,film 3,
NEVILLE,"Yes. I don't want it to turn into her, either.",film 3,
LUPIN,No it won't. I want you to picture her clothes.,film 3,
LUPIN,"Only her clothes, very clearly, in your mind.",film 3,
NEVILLE,She carries a red handbag...,film 3,
LUPIN,We don't need to hear.,film 3,
LUPIN,"As long as you see it, we'll see it.",film 3,
LUPIN,"Now, when I open that wardrobe here's what I want you to do. Excuse me.",film 3,
LUPIN,Imagine Professor Snape in your grandmother's clothes.,film 3,
LUPIN,Can you do that?,film 3,
LUPIN,Yes. Wand at the ready.,film 3,
LUPIN,"One, two, three.",film 3,
LUPIN,"Think, Neville, think.",film 3,
NEVILLE,Riddikulus!,film 3,Riddikulus
LUPIN,"Wonderful, Neville, wonderful!",film 3,
LUPIN,"Incredible! Okay to the back, Neville.",film 3,
LUPIN,"Everyone, form a line...",film 3,
LUPIN,Form a line!,film 3,
LUPIN,I want everyone to picture the thing they fear the very most and turn it into something funny.,film 3,
LUPIN,Next! Ron!,film 3,
LUPIN,Concentrate. Face your fear.,film 3,
LUPIN,Be brave!,film 3,
LUPIN,"Wand at the ready, Ron.",film 3,
RON,Riddikulus!,film 3,Riddikulus
LUPIN,Yes!,film 3,
LUPIN,"You see? Very good, very good!",film 3,
LUPIN,"Marvelous! Absolutely, very, very enjoyable! Parvati! Next!",film 3,
LUPIN,Show us what you see.,film 3,
LUPIN,Keep your nerve. Steady.,film 3,
PARVATI,Riddikulus!,film 3,Riddikulus
LUPIN,"And next! Step up, step up!",film 3,
LUPIN,"Wonderful, wonderful! Here!",film 3,
LUPIN,Riddikulus!,film 3,Riddikulus
LUPIN,Right. Sorry about that.,film 3,
LUPIN,That's enough for today.,film 3,
LUPIN,Collect your books from the back.,film 3,
LUPIN,That's the end of the lesson.,film 3,
LUPIN,Thank you! Sorry!,film 3,
LUPIN,"Sorry, you can have too much of a good thing.",film 3,
MCGONAGALL,"Remember, these visits to Hogsmeade village are a privilege.",film 3,
MCGONAGALL,Should your behavior reflect poorly on the school that privilege shall not be extended again.,film 3,
MCGONAGALL,"No permission form signed, no visiting the village.",film 3,
MCGONAGALL,"That's the rule, Potter.",film 3,
FILCH,"Those with permission, follow me.",film 3,
FILCH,"Those without, stay put.",film 3,
HARRY,"I thought if you signed it, then I could...",film 3,
MCGONAGALL,I can't. Only a parent or a guardian can sign.,film 3,
MCGONAGALL,"Since I am neither, it would be inappropriate.",film 3,
MCGONAGALL,"I'm sorry, Potter.",film 3,
MCGONAGALL,That's my final word.,film 3,
HARRY,"Forget about it, guys. See you later.",film 3,
HARRY,"Professor, can I ask you something?",film 3,
LUPIN,"You want to know why I stopped you facing that boggart, yes?",film 3,
LUPIN,I thought it'd be obvious.,film 3,
LUPIN,I assumed it would take the shape of Lord Voldemort.,film 3,
HARRY,I did think of Voldemort at first.,film 3,
HARRY,But then I remembered that night on the train and the dementor.,film 3,
LUPIN,I'm very impressed.,film 3,
LUPIN,That suggests what you fear the most is fear itself.,film 3,
LUPIN,This is very wise.,film 3,
HARRY,Before I fainted I heard something.,film 3,
HARRY,A woman screaming.,film 3,
LUPIN,Dementors force us to relive our very worst memories.,film 3,
LUPIN,Our pain becomes their power.,film 3,
HARRY,I think it was my mother the night she was murdered.,film 3,
LUPIN,"The very first time I saw you, Harry, I recognized you immediately.",film 3,
LUPIN,"Not by your scar, by your eyes.",film 3,
LUPIN,"They're your mother, Lily's.",film 3,
LUPIN,"Yes. Oh, yes. I knew her.",film 3,
LUPIN,Your mother was there for me at a time when no one else was.,film 3,
LUPIN,Not only was she a singularly gifted witch she was also an uncommonly kind woman.,film 3,
LUPIN,"She had a way of seeing the beauty in others even, and most especially, when that person could not see it in themselves.",film 3,
LUPIN,"And your father, James, on the other hand he...",film 3,
LUPIN,"He had a certain, shall we say, talent for trouble.",film 3,
LUPIN,"A talent, rumor has it, he passed on to you.",film 3,
LUPIN,"You're more like them than you know, Harry.",film 3,
LUPIN,"In time, you'll come to see just how much.",film 3,
RON,"Honeyduke's Sweetshop is brilliant, but nothing beats Zonko's Joke Shop.",film 3,
RON,We never got to go to the Shrieking Shack.,film 3,
RON,You heard it's the most...,film 3,
HARRY,Haunted building in Britain. I know.,film 3,
HARRY,What's going on?,film 3,
RON,Probably Neville forgot the password again.,film 3,
NEVILLE,Hey.,film 3,
RON,"Oh, you're there.",film 3,
PERCY,"Let me through, please.",film 3,
PERCY,Excuse me! I'm Head Boy!,film 3,
PERCY,"Get back, all of you.",film 3,
PERCY,No one is to enter this dormitory until it's been searched.,film 3,
GINNY,The Fat Lady! She's gone!,film 3,
RON,Serves her right.,film 3,
RON,She was a terrible singer.,film 3,
HERMIONE,"It's not funny, Ron.",film 3,
PERCY,"Keep calm, everyone. Break into fours.",film 3,
PERCY,Back to your common room.,film 3,
PERCY,Be quiet. Make way.,film 3,
PERCY,The headmaster's here.,film 3,
FILCH,"Come on, move.",film 3,
PERCY,You heard. Move!,film 3,
DUMBLEDORE,Mr. Filch? Round up the ghosts.,film 3,
DUMBLEDORE,Tell them to search every painting in the castle to find the Fat Lady.,film 3,
FILCH,"There's no need for ghosts, professor.",film 3,
FILCH,The Fat Lady's there.,film 3,
PERCY,Mind where you're going! Slow down!,film 3,
PERCY,You listen! I'm Head Boy!,film 3,
PERCY,Come back here!,film 3,
DUMBLEDORE,Keep moving!,film 3,
DUMBLEDORE,"Dear lady, who did this to you?",film 3,
FAT LADY,"Eyes like the devil, he's got, and a soul as dark as his name.",film 3,
FAT LADY,"It's him, headmaster.",film 3,
FAT LADY,The one they all talk about.,film 3,
FAT LADY,"He's here, somewhere in the castle!",film 3,
FAT LADY,Sirius Black!,film 3,
DUMBLEDORE,"Secure the castle, Mr. Filch.",film 3,
DUMBLEDORE,"The rest of you, to the Great Hall.",film 3,
FILCH,I've searched the Astronomy Tower and the Owlery. ,film 3,
FILCH,There's nothing there.,film 3,
DUMBLEDORE,Thank you.,film 3,
TEACHER,"The third floor's clear too, sir.",film 3,
DUMBLEDORE,Very good.,film 3,
SNAPE,I've done the dungeons.,film 3,
SNAPE,"No sign of Black, nor anywhere else in the castle.",film 3,
DUMBLEDORE,I didn't really expect him to linger.,film 3,
SNAPE,"Remarkable feat, don't you think?",film 3,
SNAPE,To enter Hogwarts Castle on one's own completely undetected?,film 3,
DUMBLEDORE,"Quite remarkable, yes.",film 3,
SNAPE,Any theories on how he managed it?,film 3,
DUMBLEDORE,Many. Each as unlikely as the next.,film 3,
SNAPE,You may recall prior to the start of term I expressed concerns about your appointment of Professor...,film 3,
DUMBLEDORE,Not a single professor inside this castle would help Sirius Black enter it.,film 3,
DUMBLEDORE,I'm quite convinced the castle is safe and I'm more than willing to send the students to their houses.,film 3,
SNAPE,What about Potter?,film 3,
SNAPE,Should he be warned?,film 3,
DUMBLEDORE,"Perhaps. But for now, let him sleep.",film 3,
DUMBLEDORE,"For in dreams, we enter a world that's entirely our own.",film 3,
DUMBLEDORE,Let them swim in the deepest ocean or glide over the highest cloud.,film 3,
SNAPE,Turn to page 394.,film 3,
HARRY,"Excuse me, sir.",film 3,
HARRY,Where's Professor Lupin?,film 3,
SNAPE,"That's not really your concern, is it, Potter?",film 3,
SNAPE,Suffice it to say your professor finds himself incapable of teaching at the present time.,film 3,
SNAPE,Turn to page 394.,film 3,
RON,Werewolves?,film 3,
HERMIONE,"Sir, we just learned about red caps and hinkypunks.",film 3,
HERMIONE,We're not meant to start that for weeks.,film 3,
SNAPE,Quiet.,film 3,
RON,When did she come in?,film 3,
RON,Did you see her come in?,film 3,
SNAPE,"Now, which one of you can tell me the difference between an Animagus and a werewolf?",film 3,
SNAPE,No one?,film 3,
SNAPE,How disappointing.,film 3,
HERMIONE,"Please, sir.",film 3,
HERMIONE,An Animagus is a wizard who elects to turn into an animal.,film 3,
HERMIONE,A werewolf has no choice.,film 3,
HERMIONE,With each full moon he no longer remembers who he is.,film 3,
HERMIONE,He'd kill his best friend.,film 3,
HERMIONE,"Furthermore, The werewolf only responds to the call of its own kind.",film 3,
SNAPE,"Thank you, Mr. Malfoy.",film 3,
SNAPE,"That's the second time you've spoken out of turn, Miss Granger.",film 3,
SNAPE,Are you incapable of restraining yourself or do you take pride in being an insufferable know-it-all?,film 3,
RON,"He's got a point, you know.",film 3,
SNAPE,Five points from Gryffindor.,film 3,
SNAPE,"As an antidote to your ignorance, and on my desk, by Monday morning two rolls of parchment on the werewolf, with emphasis on recognizing it.",film 3,
HARRY,It's Quidditch tomorrow.,film 3,
SNAPE,"Then I suggest you take extra care, Mr. Potter.",film 3,
SNAPE,Loss of limb will not excuse you.,film 3,
SNAPE,Page 394.,film 3,
SNAPE,"The term ""werewolf"" is a contraction of the Anglo-Saxon word ""were"" which means ""man,"" and ""wolf."" Werewolf, man-wolf.",film 3,
SNAPE,There are several ways to become a werewolf.,film 3,
SNAPE,They include being given the power of shape-shifting being bitten by a werewolf...,film 3,
CROWD,Go Go Gryffindor!!,film 3,
HERMIONE,"Go, Harry! Go, Harry!",film 3,
DUMBLEDORE,Aresto momentum!,film 3,
RON,"He looks a bit peaky, doesn't he?",film 3,
FRED,Peaky?,film 3,
FRED,What do you expect?,film 3,
FRED,He fell over 100 feet.,film 3,
GEORGE,Let's walk you off a tower and see what you look like.,film 3,
HARRY,Probably a right sight better than he normally does.,film 3,
HERMIONE,How are you feeling?,film 3,
HARRY,"Oh, brilliant.",film 3,
GEORGE,You gave us a right good scare.,film 3,
HARRY,What happened?,film 3,
RON,"Well, you fell off your broom.",film 3,
HARRY,Really? I meant the match. Who won?,film 3,
HERMIONE,"No one blames you, Harry.",film 3,
HERMIONE,Dementors aren't supposed to be on the grounds. Dumbledore's furious.,film 3,
HERMIONE,"After he saved you, he sent them off.",film 3,
RON,There's something else you should know too.,film 3,
RON,"When you fell, your broom sort of blew into the Whomping Willow, and...Well...",film 3,
LUPIN,I'm sorry to hear about your broomstick.,film 3,
LUPIN,Is there no chance of fixing it?,film 3,
HARRY,No.,film 3,
HARRY,"Professor, why do the dementors affect me so?",film 3,
HARRY,"I mean, more than everyone else?",film 3,
LUPIN,Listen.,film 3,
LUPIN,Dementors are the foulest creatures to walk this earth.,film 3,
LUPIN,"They feed on every good feeling, every happy memory until a person is left with absolutely nothing but his worst experiences.",film 3,
LUPIN,"You are not weak, Harry.",film 3,
LUPIN,Dementors affect you most because there are true horrors in your past.,film 3,
LUPIN,Horrors your classmates can scarcely imagine.,film 3,
LUPIN,You have nothing to be ashamed of.,film 3,
HARRY,"I'm scared, professor.",film 3,
LUPIN,"Well, I'd consider you a fool if you weren't.",film 3,
HARRY,I need to know how to fight them.,film 3,
HARRY,You could teach me.,film 3,
HARRY,You made the one on the train go away.,film 3,
LUPIN,There was only one that night.,film 3,
HARRY,But you made it go away.,film 3,
LUPIN,"I don't pretend to be an expert, Harry.",film 3,
LUPIN,But as the dementors seem to have developed an interest in you perhaps I should teach you.,film 3,
LUPIN,But after the holidays.,film 3,
LUPIN,"For now, I need to rest.",film 3,
MAN,Last call for Hogsmeade!,film 3,
MAN,"Come on, now!",film 3,
HARRY,"Guys, let me go.",film 3,
FRED,"Clever, Harry.",film 3,
GEORGE,But not clever enough.,film 3,
FRED,We've got a better way.,film 3,
HARRY,I'm trying to get to Hogsmeade.,film 3,
FRED & GEORGE,We know.,film 3,
FRED,We'll get you there.,film 3,
GEORGE,We'll show you a quicker way.,film 3,
FRED,If you pipe down.,film 3,
FRED,Bless him.,film 3,
HARRY,"Let me go! Come on, guys. Don't...",film 3,
FRED,"Now, Harry.",film 3,
GEORGE,Come and join the big boys.,film 3,
HARRY,What are you doing?!,film 3,
HARRY,What's this rubbish?,film 3,
GEORGE,What's this rubbish? he says.,film 3,
FRED,It's the secret to our success.,film 3,
GEORGE,It's a wrench giving it to you...,film 3,
FRED,But we've decided your needs are greater than ours.,film 3,
FRED,"George, if you will.",film 3,
GEORGE,I solemnly swear that I am up to no good.,film 3,
HARRY,"Messrs. Moony, Wormtail, Padfoot and Prongs are proud to present the Marauder's Map.",film 3,
GEORGE,We owe them so much.,film 3,
HARRY,Hang on. This is Hogwarts. And that…,film 3,
HARRY,No. Is that really...?,film 3,
FRED,Dumbledore.,film 3,
GEORGE,In his study.,film 3,
FRED,Pacing.,film 3,
GEORGE,Does that a lot.,film 3,
HARRY,So you mean this map shows...,film 3,
FRED,Everyone.,film 3,
HARRY,Everyone?,film 3,
GEORGE,Where they are.,film 3,
FRED,What they're doing.,film 3,
GEORGE,Every minute.,film 3,
FRED,Every day.,film 3,
HARRY,Brilliant! Where did you get it?,film 3,
FRED,From Filch's office.,film 3,
FRED,First year.,film 3,
GEORGE,There are seven secret passageways out of the castle.,film 3,
GEORGE,We'd recommend this one.,film 3,
FRED,The One-Eyed Witch passageway.,film 3,
GEORGE,Leads straight you to Honeyduke's.,film 3,
FRED,Hurry. Filch is heading this way.,film 3,
GEORGE,"Oh Harry and don't forget. When you're done, just give it a tap and say:",film 3,
FRED & GEORGE,Mischief managed.,film 3,
FRED & GEORGE,"Otherwise, anyone can read it.",film 3,
WITCH,"Now, how much do you want?",film 3,
BOY,Delicious.,film 3,
HERMIONE,It's meant to be the most haunted building in Britain. Did I mention that?,film 3,
RON,Twice.,film 3,
HERMIONE,Do you want to move a bit closer?,film 3,
HERMIONE,To the Shrieking Shack?,film 3,
RON,"Actually, I'm fine here.",film 3,
DRACO,"Well, well. Look who's here.",film 3,
DRACO,You two shopping for your new dream home?,film 3,
DRACO,"Bit grand for you, isn't it, Weasle-Bee?",film 3,
DRACO,Don't your family sleep in one room?,film 3,
RON,"Shut your mouth, Malfoy.",film 3,
DRACO,Not very friendly.,film 3,
DRACO,"Boys, I think it's time we teach Weasle-Bee how to respect his superiors.",film 3,
HERMIONE,Hope you don't mean yourself.,film 3,
DRACO,How dare you talk to me!,film 3,
DRACO,You filthy little mudblood!,film 3,
DRACO,Who is that?,film 3,
DRACO,Don't stand there! Do something!,film 3,
CRABBE,What?,film 3,
RON,"What's up, Malfoy? Lost your skis?",film 3,
DRACO,Get out of the way!,film 3,
DRACO,Move!,film 3,
CRABBE,Malfoy! Wait! Wait!,film 3,
HERMIONE,Harry!,film 3,
RON,"Bloody hell, Harry.",film 3,
RON,That was not funny.,film 3,
RON,Those weasels! Never told me about any Marauder's Map.,film 3,
HERMIONE,He won't keep it. He'll turn it over to Professor McGonagall. Aren't you?,film 3,
RON,Sure. Along with his Invisibility Cloak.,film 3,
HERMIONE,Look who it is. Madam Rosmerta.,film 3,
HERMIONE,Ron fancies her.,film 3,
RON,That's not true!,film 3,
FUDGE,Professor McGonagall!,film 3,
MCGONAGALL,Cornelius!,film 3,
HAGRID,"Allow me, minister.",film 3,
FUDGE,"Oh, Hagrid...",film 3,
HAGRID,Sorry about that.,film 3,
FUDGE,"Rosmerta, my dear.",film 3,
FUDGE,I hope business is good.,film 3,
MADAM ROSMERTA,It'd be a lot better if the Ministry wasn't sending dementors into my pub every other night!,film 3,
FUDGE,We have...We have a killer on the loose.,film 3,
MADAM ROSMERTA,Sirius Black in Hogsmeade!,film 3,
MADAM ROSMERTA,And what would bring him here?,film 3,
FUDGE,Harry Potter.,film 3,
MADAM ROSMERTA,Harry Potter?,film 3,
FUDGE,Shh! Come.,film 3,
HERMIONE,Harry!,film 3,
SHRUNKEN HEAD 1,No underage wizards allowed in today!,film 3,
SHRUNKEN HEAD 2,Shut the damn door!,film 3,
HERMIONE,So rude.,film 3,
RON,Thick heads.,film 3,
SHRUNKEN HEAD 1,Thick heads?!,film 3,
SHRUNKEN HEAD 2,How dare they!,film 3,
SHRUNKEN HEAD 2,Who are they calling thick heads?,film 3,
SHRUNKEN HEAD 1,Young whippersnappers!,film 3,
MADAM ROSMERTA,Nobody will come to a pub where they'll get scared out of their wits.,film 3,
MCGONAGALL,Professor Dumbledore doesn't want dementors around the place.,film 3,
MADAM ROSMERTA,Tell me what this is all about.,film 3,
MCGONAGALL,"Years ago, when Harry Potter's parents realized they were marked for death...",film 3,
MCGONAGALL,Remember? They hid.,film 3,
MCGONAGALL,Few knew where they were.,film 3,
MCGONAGALL,One who did was Sirius Black.,film 3,
MCGONAGALL,And he told You-Know-Who.,film 3,
FUDGE,Not only did Black lead him to the Potters that night he also killed one of their friends Peter Pettigrew!,film 3,
MADAM ROSMERTA,Peter Pettigrew?,film 3,
MCGONAGALL,Little lump of a boy.,film 3,
MCGONAGALL,Always trailing after Black.,film 3,
MADAM ROSMERTA,I remember.,film 3,
MADAM ROSMERTA,Never let James and Sirius out of his sight.,film 3,
MADAM ROSMERTA,What happened?,film 3,
MCGONAGALL,"Peter tried to warn the Potters and might have, had he not run into an old friend, Sirius Black.",film 3,
FUDGE,Black was vicious.,film 3,
FUDGE,He didn't kill Pettigrew. He destroyed him!,film 3,
FUDGE,A finger. That's all that was left.,film 3,
FUDGE,A finger. Nothing else.,film 3,
MCGONAGALL,"Yes, Sirius Black may not have put his hands to the Potters but he's the reason they're dead.",film 3,
FUDGE,And now he wants to finish what he started.,film 3,
MADAM ROSMERTA,I don't believe it.,film 3,
FUDGE,That's not the worst of it.,film 3,
MADAM ROSMERTA,What could be worse?,film 3,
MCGONAGALL,This: Sirius Black was and remains to this day Harry Potter's godfather!,film 3,
HERMIONE,"Ron, look!",film 3,
HERMIONE,"Sorry. Sorry. Excuse me, excuse me.",film 3,
RON,Merry Christmas.,film 3,
HERMIONE,"Harry, what happened?",film 3,
HARRY,He was their friend and he betrayed them.,film 3,
HARRY,He was their friend!,film 3,
HARRY,I hope he finds me.,film 3,
HARRY,"Because when he does, I'm gonna be ready!",film 3,
HARRY,"When he does, I'm gonna kill him!",film 3,
LUPIN,Harry. There you are. You came.,film 3,
LUPIN,"Are you sure about this, Harry?",film 3,
LUPIN,This is very advanced magic well beyond the Ordinary Wizarding Level.,film 3,
HARRY,I'm sure.,film 3,
LUPIN,"Well, everything's prepared.",film 3,
LUPIN,The spell I'm going to try yo teach you is called the Patronus Charm.,film 3,
LUPIN,Did you ever hear of it?,film 3,
LUPIN,No? Well...A Patronus is a positive force.,film 3,
LUPIN,"For the wizard who conjures one it works like a shield, with the dementor feeding on it rather than him.",film 3,
LUPIN,"But in order for it to work, you need to think of a memory.",film 3,
LUPIN,"Not just any memory, a very happy memory, a very powerful memory.",film 3,
LUPIN,Can you do this?,film 3,
HARRY,Yes.,film 3,
LUPIN,Very well. Close your eyes.,film 3,
LUPIN,Concentrate.,film 3,
LUPIN,Explore your past.,film 3,
LUPIN,Do you have a memory?,film 3,
LUPIN,Allow it to fill you up.,film 3,
LUPIN,Lose yourself within it.,film 3,
LUPIN,"Then speak the incantation, Expecto Patronum.",film 3,Expecto Patronum
HARRY,Expecto Patronum.,film 3,Expecto Patronum
LUPIN,Very good.,film 3,
HARRY,Shall we? Wand at the ready.,film 3,
HARRY,Expecto Patronum!,film 3,Expecto Patronum
HARRY,Expecto... Expecto...Expect...,film 3,
LUPIN,Here we go. Come on.,film 3,
LUPIN,Sit up. Deep breaths.,film 3,
LUPIN,It's all right. I didn't expect you to do it the first time.,film 3,
LUPIN,That would have been remarkable.,film 3,
LUPIN,"Here, eat this. You'll feel better.",film 3,
HARRY,That's one nasty dementor.,film 3,
LUPIN,"Oh, no, no, no.",film 3,
LUPIN,"That was a boggart, Harry. A boggart.",film 3,
LUPIN,The real thing would be worse.,film 3,
LUPIN,"Much, much worse.",film 3,
LUPIN,"As a matter of interest, what were you thinking?",film 3,
LUPIN,Which memory did you choose?,film 3,
HARRY,The first time I rode a broom.,film 3,
LUPIN,That's not good enough.,film 3,
LUPIN,Not nearly good enough.,film 3,
HARRY,There's another.,film 3,
HARRY,"It's not happy, exactly.",film 3,
HARRY,"Well, it is.",film 3,
HARRY,It's the happiest I've ever felt but it's complicated.,film 3,
LUPIN,Is it strong?,film 3,
LUPIN,Then let's give it a try. You feel ready?,film 3,
HARRY,Just do it.,film 3,
HARRY,Expecto Patronum!,film 3,Expecto Patronum
HARRY,Expecto Patronum!,film 3,Expecto Patronum
LUPIN,"Yes! Well done, Harry. Well done!",film 3,
HARRY,I think I've had enough for today.,film 3,
LUPIN,Yes. Sit down. Here.,film 3,
LUPIN,"Eat this, it helps. It really helps.",film 3,
LUPIN,"And just so you know, Harry I think you'd have given your father a run for his money.",film 3,
LUPIN,And that is saying something.,film 3,
HARRY,I was thinking of him. And Mum.,film 3,
HARRY,Seeing their faces.,film 3,
HARRY,They were talking to me.,film 3,
HARRY,Just talking.,film 3,
HARRY,That's the memory I chose.,film 3,
HARRY,I don't even know if it's real.,film 3,
HARRY,But it's the best I have.,film 3,
HERMIONE,Beautiful day.,film 3,
RON,Gorgeous.,film 3,
RON,Unless you've been ripped to pieces!,film 3,
HARRY,Ripped to pieces?,film 3,
HARRY,What are you talking about?,film 3,
HERMIONE,Ronald has lost his rat.,film 3,
RON,I haven't lost anything!,film 3,
RON,Your cat killed him!,film 3,
HERMIONE,Rubbish.,film 3,
RON,"Harry, you've seen the way that bloodthirsty beast of hers is always lurking about.",film 3,
RON,And Scabbers is gone.,film 3,
HERMIONE,"Well, maybe you should learn to take better care of your pets!",film 3,
RON,Your cat killed him!,film 3,
HERMIONE,Did not.,film 3,
RON,Did.,film 3,
HERMIONE,Didn't.,film 3,
HERMIONE,"How did it go, Hagrid? The hearing?",film 3,
HAGRID,"Well, first off, the committee members took turns talking about why we were there.",film 3,
HAGRID,I got up and did my piece.,film 3,
HAGRID,"Said how Buckbeak was a good hippogriff, always cleaned his feathers.",film 3,
HAGRID,And then Lucius Malfoy got up.,film 3,
HAGRID,"Well, you can imagine.",film 3,
HAGRID,He said Buckbeak was a deadly and dangerous creature who would kill you as soon as look at you.,film 3,
HERMIONE,And then?,film 3,
HAGRID,"And then he asked for the worst, did old Lucius.",film 3,
RON,They're not sacking you!,film 3,
HAGRID,"No, I'm not sacked.",film 3,
HAGRID,Buckbeak's been sentenced to death!,film 3,
RON,Spiders! There's... There's spiders.,film 3,
RON,Spiders. They want me to tap-dance.,film 3,
RON,I don't wanna tap-dance!,film 3,
HARRY,Tell those spiders.,film 3,
RON,"Right, yeah. Tell them. I'll tell them...",film 3,
MADAM ROSMERTA,Peter Pettigrew?,film 3,
MCGONAGALL,Little lump of a boy.,film 3,
MCGONAGALL,Always trailing after Sirius Black.,film 3,
FUDGE,Black was vicious.,film 3,
FUDGE,"He didn 't kill Pettigrew, he destroyed him!",film 3,
VOICE,Put that light out!,film 3,
HARRY,Sorry.,film 3,
VOICE,"Watch it there, boy.",film 3,
VOICE,We're trying to sleep here!,film 3,
HARRY,Mischief managed. Nox.,film 3,Nox
SNAPE,Potter.,film 3,
SNAPE,What are you doing wandering the corridors at night?,film 3,
HARRY,I was sleepwalking.,film 3,
SNAPE,"How extraordinarily like your father you are, Potter.",film 3,
SNAPE,"He, too, was exceedingly arrogant, strutting about the castle.",film 3,
HARRY,My dad didn't strut. And nor do I.,film 3,
HARRY,"If you don't mind, I would appreciate it if you could lower your wand.",film 3,
SNAPE,Turn out your pockets.,film 3,
SNAPE,Turn out your pockets!,film 3,
SNAPE,What's this?,film 3,
HARRY,Spare bit of parchment.,film 3,
SNAPE,Really? Open it.,film 3,
SNAPE,Reveal your secrets.,film 3,
SNAPE,Read it.,film 3,
